BAG-nr openbare ruimte,Straatcode,Openbare ruimtenaam BAG,Woonplaats,Type
0344300000003310,6683,Jaarbeursplein,Utrecht,Weg
0344300000000501,6690,Jachtstraat,Utrecht,Weg
0344300000001512,2590,Jacob Cabeliaustraat,Utrecht,Weg
0344300000002255,17929,Jacob Catsstraat,Vleuten,Weg
0344300000002490,2750,Jacob Catsstraat,Utrecht,Weg
0344300000000502,4840,Jacob Geelstraat,Utrecht,Weg
0344300000003320,6960,Jacob Jonkerlaan,Utrecht,Weg
0344300000002105,17930,Jacob Marisplein,Vleuten,Weg
0344300000003377,13450,Jacob Simonsz. de Rijkstraat,Utrecht,Weg
0344300000002931,2670,Jacob van Campenstraat,Utrecht,Weg
0344300000000503,2010,Jacob van der Borchstraat,Utrecht,Weg
0344300000001260,13380,Jacob van Ruisdaelstraat,Utrecht,Weg
0344300000003052,16777,Jacob Westerbaenstraat,Utrecht,Weg
0344300000001655,1320,Jacoba van Beierendreef,Utrecht,Weg
0344300000001149,18539,Jacobibrug,Utrecht,Kunstwerk
0344300000002491,6770,Jacobijnenstraat,Utrecht,Weg
0344300000000504,6710,Jacobsgasthuissteeg,Utrecht,Weg
0344300000000505,6720,Jacobskerkhof,Utrecht,Weg
0344300000003581,6730,Jacobskerksteeg,Utrecht,Weg
0344300000001744,11195,Jacques Offenbachplantsoen,Utrecht,Weg
0344300000000399,6780,Jadelaan,Utrecht,Weg
0344300000002449,6790,Jaffastraat,Utrecht,Weg
0344300000000400,6810,Jagerskade,Utrecht,Weg
0344300000000401,5230,Jakob Grimmstraat,Utrecht,Weg
0344300000002450,6816,Jamaicadreef,Utrecht,Weg
0344300000002662,6942,James Johnsonstraat,Utrecht,Weg
0344300000000402,9860,Jan Cornelisz Maylaan,Utrecht,Weg
0344300000002719,5184,Jan Greshofflaan,De Meern,Weg
0344300000001688,5490,Jan Haringstraat,Utrecht,Weg
0344300000003542,8995,Jan Ligthartplein,Utrecht,Weg
0344300000001513,9350,Jan Luykenstraat,Utrecht,Weg
0344300000000403,10085,Jan Meijenhofje,Utrecht,Weg
0344300000001708,10090,Jan Meijenstraat,Utrecht,Weg
0344300000002451,10525,Jan Muschlaan,Utrecht,Weg
0344300000001514,11780,Jan Overdijkstraat,Utrecht,Weg
0344300000001150,18540,Jan Pieterszoon Coenbrug,Utrecht,Kunstwerk
0344300000001764,7738,Jan Pieterszoon Coenhof,Utrecht,Weg
0344300000000404,7740,Jan Pieterszoon Coenstraat,Utrecht,Weg
0344300000002633,14091,Jan Slauerhofflaan,De Meern,Weg
0344300000000405,760,Jan van Arkelstraat,Utrecht,Weg
0344300000000407,3580,Jan van den Doemstraat,Utrecht,Weg
0344300000000408,3590,Jan van der Doesstraat,Utrecht,Weg
0344300000001689,5940,Jan van der Heijdenstraat,Utrecht,Weg
0344300000003750,18650,Jan van Foreestbrug,Utrecht,Kunstwerk
0344300000003749,763,Jan van Foreeststraat,Utrecht,Weg
0344300000001515,4720,Jan van Galenstraat,Utrecht,Weg
0344300000003441,18205,Jan van Lingtuin,Utrecht,Landschappelijk gebied
0344300000002452,12825,Jan van Ransdorpstraat,Utrecht,Weg
0344300000000406,13940,Jan van Scorelstraat,Utrecht,Weg
0344300000003378,17530,Jan van Zutphenlaan,Utrecht,Weg
0344300000002672,16216,Jan Vogellaan,Vleuten,Weg
0344300000002768,17145,Jan Wolkerssingel,Utrecht,Weg
0344300000003421,18541,Jansbrug,Utrecht,Kunstwerk
0344300000002453,6820,Jansdam,Utrecht,Weg
0344300000003618,18542,Jansdambrug,Utrecht,Kunstwerk
0344300000000409,6850,Janskerkhof,Utrecht,Weg
0344300000001820,6858,Janssoniuslaan,Utrecht,Weg
0344300000002454,6860,Jansveld,Utrecht,Weg
0344300000001979,6868,Japansetuinlaan,Vleuten,Weg
0344300000000410,6870,Japurádreef,Utrecht,Weg
0344300000001732,1395,Jara Beneshof,Utrecht,Weg
0344300000000411,6880,Jasmijnstraat,Utrecht,Weg
0344300000002455,6890,Jasondreef,Utrecht,Weg
0344300000000412,6900,Javastraat,Utrecht,Weg
0344300000002586,6905,Jazzboulevard,Utrecht,Weg
0344300000002587,6908,Jazzsingel,Utrecht,Weg
0344300000001889,15981,J.C. Verthorenhof,Utrecht,Weg
0344300000002961,15983,J.C. Verthorenkade,Utrecht,Weg
0344300000001888,15984,J.C. Verthorenpad,Utrecht,Weg
0344300000002960,15985,J.C. Verthorenplaats,Utrecht,Weg
0344300000001696,16450,J.D. van der Waalsstraat,Utrecht,Weg
0344300000001743,4998,Jean Gilbertlaan,Utrecht,Weg
0344300000002929,690,Jeanne d'Arcdreef,Utrecht,Weg
0344300000002456,6910,Jekerstraat,Utrecht,Weg
0344300000000413,6915,Jenalaan,Utrecht,Weg
0344300000000414,3330,Jeremias de Deckerstraat,Utrecht,Weg
0344300000001151,18543,Jeremiebrug,Utrecht,Kunstwerk
0344300000001301,6920,Jeremiestraat,Utrecht,Weg
0344300000002707,7396,Jerome Kernplantsoen,Utrecht,Weg
0344300000002692,1805,Jerry Bockstraat,Utrecht,Weg
0344300000002457,6930,Jeruzalemstraat,Utrecht,Weg
0344300000000498,5063,J.J.A. Goeverneurstraat,Utrecht,Weg
0344300000001148,18538,J.M. de Muinck Keizerbrug,Utrecht,Kunstwerk
0344300000001511,10450,J.M. de Muinck Keizerlaan,Utrecht,Weg
0344300000003585,7320,J.M. Kemperstraat,Utrecht,Weg
0344300000003793,10076,Jo ter Meulenhaghe,Utrecht,Weg
0344300000003046,17169,Jo Wüthrichlaan,Utrecht,Weg
0344300000001786,10222,Joan Miróstraat,Utrecht,Weg
0344300000000415,13220,Joan Röellstraat,Utrecht,Weg
0344300000000416,16575,Joannes J.F. Waplaan,Utrecht,Weg
0344300000002371,19509,Jochem Uytdehaageplantsoen,Utrecht,Landschappelijk gebied
0344300000002438,6936,Jodenrijtje thans Bakkerstraat,Utrecht,Weg
0344300000001516,9140,Jodocus van Lodensteinstraat,Utrecht,Weg
0344300000001666,2360,Johan Brouwerlaan,Utrecht,Weg
0344300000000417,2535,Johan Buziaulaan,Utrecht,Weg
0344300000000418,9910,Johan de Meesterstraat,Utrecht,Weg
0344300000000419,17070,Johan de Wittstraat,Utrecht,Weg
0344300000001518,11230,Johan van Oldenbarneveltlaan,Utrecht,Weg
0344300000001279,16480,Johan Wagenaarkade,Utrecht,Weg
0344300000001517,4650,Johan Willem Frisostraat,Utrecht,Weg
0344300000002458,17030,Johan Winnubstlaan,Utrecht,Weg
0344300000002459,970,Johann Sebastian Bachstraat,Utrecht,Weg
0344300000003481,14795,Johann Strausslaan,Utrecht,Weg
0344300000000420,1230,Johannes Beenlaan,Utrecht,Weg
0344300000000421,2160,Johannes Brahmsstraat,Utrecht,Weg
0344300000000422,2680,Johannes Camphuysstraat,Utrecht,Weg
0344300000001656,1330,Johannes de Bekastraat,Utrecht,Weg
0344300000002460,4940,Johannes Gerobulusstraat,Utrecht,Weg
0344300000000423,15710,Johannes Uitenbogaertstraat,Utrecht,Weg
0344300000000424,530,Johannes van Andelstraat,Utrecht,Weg
0344300000003130,17931,Johannes Vermeererf,Vleuten,Weg
0344300000001272,16000,Johannes Vermeerstraat,Utrecht,Weg
0344300000001886,6934,Johanniterhof,Utrecht,Weg
0344300000002345,16572,Johanniterpad,Utrecht,Weg
0344300000003840,25005,Johanniterpoort,Utrecht,Weg
0344300000001430,6938,Johanniterweg,Utrecht,Weg
0344300000002655,2961,John Coltranestraat,Utrecht,Weg
0344300000002256,17932,John F Kennedylaan,Vleuten,Weg
0344300000003582,14165,Joke Smitplein,Utrecht,Weg
0344300000000425,6940,Jongeriusstraat,Utrecht,Weg
0344300000001850,17019,Joostenlaan,Haarzuilens,Weg
0344300000003403,5610,Joostenlaan,Vleuten,Weg
0344300000001788,6427,Jopie Huismanstraat,Utrecht,Weg
0344300000002461,5600,Joseph Haydnlaan,Utrecht,Weg
0344300000002722,14857,Jule Stynestraat,Utrecht,Weg
0344300000001152,18544,Julianabrug,Utrecht,Kunstwerk
0344300000003091,17933,Julianalaan,Vleuten,Weg
0344300000000426,6990,Julianalaan,Utrecht,Weg
0344300000001403,18206,Julianapark,Utrecht,Landschappelijk gebied
0344300000000427,7000,Julianaparklaan,Utrecht,Weg
0344300000000428,7010,Julianaweg,Utrecht,Weg
0344300000002673,14915,Julius Susanlaan,Vleuten,Weg
0344300000002462,7020,Juliusstraat,Utrecht,Weg
0344300000000429,7025,Jungfrau,Utrecht,Weg
0344300000000430,7030,Jupiterstraat,Utrecht,Weg
0344300000002463,7035,Jura,Utrecht,Weg
0344300000003379,4010,Justus van Effenstraat,Utrecht,Weg
0344300000000431,9830,Justus van Maurikstraat,Utrecht,Weg
0344300000001153,18545,Jutfasebrug,Utrecht,Kunstwerk
0344300000001223,7037,Jutfasepad,Utrecht,Weg
0344300000002464,7038,Jutfaseweg,Utrecht,Weg
0344300000001758,7040,Juttepeerlaan,Vleuten,Weg
0344300000000432,7043,Kaap de Goede Hooplaan,Utrecht,Weg
0344300000001519,7045,Kaap Hoorndreef,Utrecht,Weg
0344300000002752,7046,Kaapse Bossen,Vleuten,Weg
0344300000002754,7047,Kaapse Bossenhof,Vleuten,Weg
0344300000002753,7048,Kaapse Bossenplaats,Vleuten,Weg
0344300000003104,17041,Kaardebol,De Meern,Weg
0344300000003889,25048,Kaaszwamsingel,Vleuten,Weg
0344300000002465,7050,Kaatstraat,Utrecht,Weg
0344300000003422,18546,Kalisbrug,Utrecht,Kunstwerk
0344300000001878,17747,Kalverstraat,De Meern,Weg
0344300000000433,7060,Kalverstraat,Utrecht,Weg
0344300000001520,7070,Kalymnosdreef,Utrecht,Weg
0344300000003677,17748,Kameniersterlaan,De Meern,Weg
0344300000000434,7080,Kamerlingh Onnesstraat,Utrecht,Weg
0344300000001996,7082,Kamilleweg,Utrecht,Weg
0344300000002466,7085,Kampereiland,Utrecht,Weg
0344300000003855,25000,Kanaaldijk,Utrecht,Weg
0344300000001521,7110,Kanaalstraat,Utrecht,Weg
0344300000000435,7120,Kanaalweg,Utrecht,Weg
0344300000003884,25046,Kanaalzichtlaan,Utrecht,Weg
0344300000003157,7126,Kandinskystraat,Utrecht,Weg
0344300000001835,7125,Kaneelhof,Utrecht,Weg
0344300000000436,7130,Kanonstraat,Utrecht,Weg
0344300000002071,7131,Kantbloemsingel,Vleuten,Weg
0344300000001641,7141,Kantonnaleweg,Utrecht,Weg
0344300000000437,13273,Kapelaan Rölinghof,Utrecht,Weg
0344300000001154,18547,Kapelbrug,Utrecht,Kunstwerk
0344300000001784,7145,Kapeldwarsweg,Utrecht,Weg
0344300000001781,7165,Kapelpad,Utrecht,Weg
0344300000002467,7150,Kapelstraat,Utrecht,Weg
0344300000000438,7160,Kapelweg,Utrecht,Weg
0344300000002468,7170,Kapteynlaan,Utrecht,Weg
0344300000002994,7173,Karamelweg,Utrecht,Weg
0344300000000439,7175,Karawanken,Utrecht,Weg
0344300000002020,7176,Kardemomweg,Utrecht,Weg
0344300000002928,7178,Kardinaal Alfrinkplein,Utrecht,Weg
0344300000000440,7180,Kardinaal de Jongweg,Utrecht,Weg
0344300000000441,3710,Karel Doormanlaan,Utrecht,Weg
0344300000002954,17749,Karel Doormanstraat,De Meern,Weg
0344300000003662,9237,Karel Glastra van Loonpad,Utrecht,Weg
0344300000001302,7183,Kariboestraat,Utrecht,Weg
0344300000002469,9790,Karl Marxdreef,Utrecht,Weg
0344300000003479,10135,Karl Millöckerhof,Utrecht,Weg
0344300000001424,13,Karmelietenhof,Utrecht,Weg
0344300000000442,7187,Karpaten,Utrecht,Weg
0344300000000443,7190,Karpathosdreef,Utrecht,Weg
0344300000002470,7200,Karperstraat,Utrecht,Weg
0344300000002135,7208,Karwijstraat,Utrecht,Weg
0344300000003567,7210,Kasaidreef,Utrecht,Weg
0344300000000001,7220,Kassandradreef,Utrecht,Weg
0344300000002778,7235,Kastanjestraat,Utrecht,Weg
0344300000003030,17021,Kasteellaan,Haarzuilens,Weg
0344300000001232,18223,Kastelenplantsoen,Utrecht,Landschappelijk gebied
0344300000000002,7240,Kastelenplantsoen,Utrecht,Weg
0344300000000003,7250,Kastordreef,Utrecht,Weg
0344300000003806,6312,Kate ter Horstsingel,Utrecht,Weg
0344300000003380,8710,Katherijn van Leemputdreef,Utrecht,Weg
0344300000001995,7253,Kattenkruidweg,Utrecht,Weg
0344300000002093,17750,Keerderberg,De Meern,Weg
0344300000001879,17751,Keerkring,De Meern,Weg
0344300000000004,7255,Keerkringplein,Utrecht,Weg
0344300000003700,1854,Kees Valkensteinlaan,Vleuten,Weg
0344300000003158,1853,Kees van Bohemenhof,Utrecht,Weg
0344300000002728,3675,Kees van Dongensingel,Utrecht,Weg
0344300000000005,7260,Keggedreef,Utrecht,Weg
0344300000001357,7280,Keistraat,Utrecht,Weg
0344300000000006,7290,Keizersgracht,Utrecht,Weg
0344300000002944,7295,Keizershof thans Lange Jufferstraat,Utrecht,Weg
0344300000002344,7297,Keizersmantelhof,Utrecht,Weg
0344300000000007,7300,Keizerstraat,Utrecht,Weg
0344300000001522,7310,Kelvinlaan,Utrecht,Weg
0344300000000787,845,Kemal Atatürkstraat,Utrecht,Weg
0344300000000008,7330,Kenaustraat,Utrecht,Weg
0344300000000009,7340,Kennedylaan,Utrecht,Weg
0344300000000010,7347,Kent,Utrecht,Weg
0344300000001358,7350,Kenyadreef,Utrecht,Weg
0344300000003001,7352,Kerckeboslaan,De Meern,Weg
0344300000001523,7360,Kerkdwarsstraat,Utrecht,Weg
0344300000003433,18707,Kerkeindsche Vaart,Utrecht,Water
0344300000003655,17752,Kerkeindsepolder,De Meern,Weg
0344300000003311,7370,Kerksteeg,Utrecht,Weg
0344300000002955,17753,Kerkstraat,De Meern,Weg
0344300000000011,7380,Kerkstraat,Utrecht,Weg
0344300000000012,7390,Kerkweg,Utrecht,Weg
0344300000003293,18708,Kernhaven,Utrecht,Water
0344300000001303,7395,Kernkade,Utrecht,Weg
0344300000000013,7400,Kernkampplantsoen,Utrecht,Weg
0344300000000014,7410,Kernweg,Utrecht,Weg
0344300000001997,7415,Kerrieweg,Utrecht,Weg
0344300000000015,7420,Kershoflaan,Utrecht,Weg
0344300000000016,7430,Kersstraat,Utrecht,Weg
0344300000003666,7435,Kervelhof,Utrecht,Weg
0344300000001999,7439,Ketjapweg,Utrecht,Weg
0344300000000017,7440,Keucheniusstraat,Utrecht,Weg
0344300000000018,7450,Keukenstraat,Utrecht,Weg
0344300000002052,7460,Keulsekade,Utrecht,Weg
0344300000002056,18548,Kievitbrug,Utrecht,Kunstwerk
0344300000000019,7480,Kievitdwarsstraat,Utrecht,Weg
0344300000000020,7490,Kievitstraat,Utrecht,Weg
0344300000002037,7499,KIJK UIT,Vleuten,Kunstwerk
0344300000000021,7500,Kintgenshaven,Utrecht,Weg
0344300000002110,17042,Kladdewortel,De Meern,Weg
0344300000000022,7510,Klaroenlaan,Utrecht,Weg
0344300000000023,7520,Klaverstraat,Utrecht,Weg
0344300000003033,17754,Kleermakerslaan,De Meern,Weg
0344300000003312,7540,Kleine Geertekerkhof,Utrecht,Weg
0344300000002257,17935,Kleine Hof,Vleuten,Weg
0344300000001265,7560,Kleine Slachtstraat,Utrecht,Weg
0344300000002803,7550,Kleinesingel,Utrecht,Weg
0344300000003408,7598,Klifrakplantsoen,De Meern,Weg
0344300000002160,7597,Klifrakplantsoen,Utrecht,Weg
0344300000000024,7600,Klimopstraat,Utrecht,Weg
0344300000003568,7610,Klipspringerdreef,Utrecht,Weg
0344300000003168,7615,Klokjesbloemlaan,Vleuten,Weg
0344300000002804,7620,Kloksteeg,Utrecht,Weg
0344300000003467,19061,Kloosterbrug,De Meern,Kunstwerk
0344300000001524,7630,Kloosterlaan,Utrecht,Weg
0344300000001880,17756,Kloosterpark,De Meern,Weg
0344300000003458,19501,Kloosterpark,De Meern,Landschappelijk gebied
0344300000002258,17936,Kloosterweide,Vleuten,Weg
0344300000000025,7640,Klopdijk,Utrecht,Weg
0344300000001208,18709,Klopvaart,Utrecht,Water
0344300000002805,7660,Kneppelhoutstraat,Utrecht,Weg
0344300000000026,7670,Knipstraat,Utrecht,Weg
0344300000002033,7675,Knoflookweg,Utrecht,Weg
0344300000001772,7688,Knolruskade,Vleuten,Weg
0344300000003381,7682,Knooppunt Laagraven,Utrecht,Weg
0344300000000027,7683,Knooppunt Lunetten,Utrecht,Weg
0344300000000028,7685,Knooppunt Oudenrijn,Utrecht,Weg
0344300000001525,7687,Knooppunt Rijnsweerd,Utrecht,Weg
0344300000002806,7690,Knopstraat,Utrecht,Weg
0344300000003796,10466,Ko Mulderhaghe,Utrecht,Weg
0344300000000029,7695,Kobaltweg,Utrecht,Weg
0344300000000030,7710,Kockstraat,Utrecht,Weg
0344300000001155,18549,Koekoekbrug,Utrecht,Kunstwerk
0344300000002807,7720,Koekoeksplein,Utrecht,Weg
0344300000000031,7730,Koekoekstraat,Utrecht,Weg
0344300000001209,18710,Koekoeksvaart,Utrecht,Water
0344300000002595,7745,Koeriersterslaan,Utrecht,Weg
0344300000002737,7741,Koetsierlaan,Vleuten,Weg
0344300000000032,7752,Koeweitdreef,Utrecht,Weg
0344300000001998,7760,Koffieweg,Utrecht,Weg
0344300000002820,7770,Kögllaan,Utrecht,Weg
0344300000001804,7785,Kokardebloemlaan,Vleuten,Weg
0344300000002808,7790,Kokkenhoflaan,Utrecht,Weg
0344300000001810,7795,Koldijksterraklaan,Utrecht,Weg
0344300000002783,19530,Koldijksterrakplantsoen,Utrecht,Landschappelijk gebied
0344300000002674,7742,Kolibrievlinder,Utrecht,Weg
0344300000002743,7796,Kolland,Vleuten,Weg
0344300000000033,7805,Kollumerland,Utrecht,Weg
0344300000000034,7810,Komeetstraat,Utrecht,Weg
0344300000003008,7815,Komijnweg,Utrecht,Weg
0344300000002809,16950,Koningin Wilhelminalaan,Utrecht,Weg
0344300000000035,7820,Koningsbergerstraat,Utrecht,Weg
0344300000003092,17937,Koningshof,Vleuten,Weg
0344300000001304,7830,Koningslaan,Utrecht,Weg
0344300000000036,7850,Koningsweg,Utrecht,Weg
0344300000002313,17757,Kooikerspad,De Meern,Weg
0344300000000037,7870,Koolstraat,Utrecht,Weg
0344300000001832,18,Koolwitjeshof,Utrecht,Weg
0344300000001831,7872,Koolwitjeslaan,Utrecht,Weg
0344300000001953,7874,Kopenhagenstraat,Utrecht,Weg
0344300000001917,18642,Kopenhagenviaduct,Utrecht,Kunstwerk
0344300000002668,7873,Koploperstraat,Utrecht,Weg
0344300000001156,18550,Koppelbrug,Utrecht,Kunstwerk
0344300000000038,7880,Koppeldijk,Utrecht,Weg
0344300000002810,7890,Koppestokstraat,Utrecht,Weg
0344300000002791,7892,Koraalzwamplantsoen,Vleuten,Weg
0344300000000039,7900,Korenbloemstraat,Utrecht,Weg
0344300000001526,7910,Korfoedreef,Utrecht,Weg
0344300000003057,7915,Korianderstraat,Utrecht,Weg
0344300000000040,7920,Kornalijnlaan,Utrecht,Weg
0344300000001881,17758,Korne,De Meern,Weg
0344300000001684,7950,Korte Elisabethstraat,Utrecht,Weg
0344300000003382,7970,Korte Hamstraat,Utrecht,Weg
0344300000002811,7980,Korte Jansstraat,Utrecht,Weg
0344300000000041,7990,Korte Jufferstraat,Utrecht,Weg
0344300000001527,8000,Korte Koestraat,Utrecht,Weg
0344300000000042,8010,Korte Lauwerstraat,Utrecht,Weg
0344300000001709,8020,Korte Minrebroederstraat,Utrecht,Weg
0344300000003641,8030,Korte Nieuwstraat,Utrecht,Weg
0344300000002812,8040,Korte Rietsteeg,Utrecht,Weg
0344300000000043,8050,Korte Rozendaal,Utrecht,Weg
0344300000003321,8060,Korte Smeestraat,Utrecht,Weg
0344300000003383,8065,Korte Vosstraat,Utrecht,Weg
0344300000002330,17938,Kortland,Vleuten,Weg
0344300000002956,17759,Kortrijkpolder,De Meern,Weg
0344300000000044,8070,Kosdreef,Utrecht,Weg
0344300000002813,8080,Kouwerplantsoen,Utrecht,Weg
0344300000001233,18224,Kouwerplantsoen,Utrecht,Landschappelijk gebied
0344300000000045,8090,Kovelaarstraat,Utrecht,Weg
0344300000000046,8100,Kozakkenweg,Utrecht,Weg
0344300000002814,8110,Kraanstraat,Utrecht,Weg
0344300000002010,8112,Kralingseboslaan,De Meern,Weg
0344300000000047,8140,Kranenburgerweg,Utrecht,Weg
0344300000002161,8145,Kreekraklaan,Utrecht,Weg
0344300000000048,8150,Kretadreef,Utrecht,Weg
0344300000003303,8157,Kriekenpitplein,Utrecht,Weg
0344300000002815,8300,Krijtstraat,Utrecht,Weg
0344300000000049,8160,Krikkelaan,Utrecht,Weg
0344300000003059,8165,Kromhoutweg,Utrecht,Weg
0344300000002106,17939,Kromme Boomgaard,Vleuten,Weg
0344300000000050,8170,Kromme Elleboogsteeg,Utrecht,Weg
0344300000003624,18711,Kromme Nieuwegracht,Utrecht,Water
0344300000001713,8180,Kromme Nieuwegracht,Utrecht,Weg
0344300000003434,18712,Kromme Rijn,Utrecht,Water
0344300000002816,8190,Krommerijn,Utrecht,Weg
0344300000001157,18551,Krommerijnbrug,Utrecht,Kunstwerk
0344300000002171,8194,Krommewetering,Utrecht,Weg
0344300000000051,8210,Kronosdreef,Utrecht,Weg
0344300000002817,8230,Kroonsteeg,Utrecht,Weg
0344300000000052,8240,Kroonstraat,Utrecht,Weg
0344300000003686,8245,Krophollerstraat,Utrecht,Weg
0344300000000053,8250,Krugerstraat,Utrecht,Weg
0344300000003476,8251,Kruidenlaan,Utrecht,Weg
0344300000001967,8255,Kruidentuinlaan,Vleuten,Weg
0344300000002993,8253,Kruidnagelweg,Utrecht,Weg
0344300000001882,17760,Kruisberg,De Meern,Weg
0344300000002818,8260,Kruisdwarsstraat,Utrecht,Weg
0344300000000054,8270,Kruisstraat,Utrecht,Weg
0344300000001210,18713,Kruisvaart,Utrecht,Water
0344300000003423,18552,Kruisvaartbrug,Utrecht,Kunstwerk
0344300000000055,8280,Kruisweg,Utrecht,Weg
0344300000002280,17043,Kruiswortel,De Meern,Weg
0344300000003002,8301,Kuinderboslaan,De Meern,Weg
0344300000002819,8305,Kuipersteeg,Utrecht,Weg
0344300000002769,18628,KW. Belcampostraat,Utrecht,Kunstwerk
0344300000003844,25010,KW. Europaweg,Vleuten,Kunstwerk
0344300000002774,18633,KW. Haarrijnse rading,Vleuten,Kunstwerk
0344300000002773,18632,KW. Het Lint-Terwijde,Vleuten,Kunstwerk
0344300000002775,18634,KW. Het Lint-Vleuten,Utrecht,Kunstwerk
0344300000003845,25006,KW. Hooggelegen,Utrecht,Kunstwerk
0344300000003690,18637,KW. John F Kennedylaan,Vleuten,Kunstwerk
0344300000002771,18630,KW. Musicallaan,Utrecht,Kunstwerk
0344300000003550,18636,KW. Odenveltlaan,Vleuten,Kunstwerk
0344300000002013,18640,KW. Operettelaan,Utrecht,Kunstwerk
0344300000002772,18631,KW. Parkzichtlaan,Utrecht,Kunstwerk
0344300000003551,18638,KW. Ridderhoflaan,Vleuten,Kunstwerk
0344300000002770,18629,KW. Rijnkennemerlaan,Utrecht,Kunstwerk
0344300000002777,18639,KW. Rivierkom,Vleuten,Kunstwerk
0344300000002776,18635,KW. Wilhelminalaan,Vleuten,Kunstwerk
0344300000001528,8320,Kwangodreef,Utrecht,Weg
0344300000003569,8330,Kwartelstraat,Utrecht,Weg
0344300000000056,8340,Kweekstraat,Utrecht,Weg
0344300000001966,8345,Kweektuinlaan,Vleuten,Weg
0344300000001529,1850,La Bohèmedreef,Utrecht,Weg
0344300000001673,3120,La Croixstraat,Utrecht,Weg
0344300000000057,4540,La Fontainestraat,Utrecht,Weg
0344300000003692,12118,La Pazdreef,Utrecht,Weg
0344300000003384,15440,La Traviatadreef,Utrecht,Weg
0344300000001851,17022,Laag-Nieuwkoopsebuurtweg,Haarzuilens,Weg
0344300000001883,17761,Laak,De Meern,Weg
0344300000003879,25041,Laan va Sofia,Utrecht,Weg
0344300000000058,8370,Laan van Chartroise,Utrecht,Weg
0344300000000059,8380,Laan van Engelswier,Utrecht,Weg
0344300000001701,8385,Laan van Kovelswade,Utrecht,Weg
0344300000001530,8390,Laan van Maarschalkerweerd,Utrecht,Weg
0344300000002821,8400,Laan van Minsweerd,Utrecht,Weg
0344300000003877,25039,Laan van Moskou,Utrecht,Weg
0344300000001305,8410,Laan van Nieuw-Guinea,Utrecht,Weg
0344300000000060,8420,Laan van Puntenburg,Utrecht,Weg
